	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.juv.f.1.SmLE.PZQ.ER.RNA.juv.f.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ER.RNA.adu.f.1.SmLE.PZQ.ER.RNA.adu.f.1_rsem.genes.results_Mean	GFF_annotation	HHPred_annotation
gene:Smp_084860	0	1	0.216958794714454	0.215271539351073	44.9182338977255	208.694940900036	Required for meiotic nuclear division protein 1 homolog	LD41624, GE-1, CG6181-PA, isoform A
gene:Smp_084870	3.87267995449747e-12	0.999999999996127	0.485926202831235	0.485797798508238	874.631937015957	1800.41383827543	Polyadenylation and cleavage factor homolog 11	PCF11 protein
gene:Smp_084890	0	1	0.101332763199737	0.101285168203264	860.017612710623	8491.14056001757	Ectonucleotide pyrophosphatase/phosphodiesterase family member 6	Phosphodiesterase-nucleotide pyrophosphatase
gene:Smp_084900	0	1	0.160032490560536	0.159930368853456	591.557480984514	3698.89650053192	Translation initiation factor eIF-2B subunit alpha	Translation initiation factor EIF-2B subunit alpha
gene:Smp_085010	0.000141500443514686	0.999858499556485	2.38749228530908	2.38806440590334	2604.45162862436	1090.60615850313	Cathepsin B-like cysteine proteinase	Cathepsin B-like peptidase (C01 family)
gene:Smp_085290	0	1	2.59727591678348	2.59854469705975	1471.12540710687	566.128196033903	Tropomyosin	Tropomyosin
gene:Smp_085300	1.45833345399637e-11	0.999999999985417	0.300274714880667	0.300227051995689	1982.0919799274	6601.99993465393	60S ribosomal protein L22 2	60S ribosomal protein L22, putative
gene:Smp_085380	0	1	2.57021628054162	2.57232367068163	861.914207556369	335.066109348234	kelch ECH associated protein 1 like	Kelch-like ECH-associated protein 1
gene:Smp_085490	0	1	0.354066627181554	0.353857931126866	492.518482381361	1391.87199290291	Extracellular metalloproteinase 10	Zinc finger protein 473
gene:Smp_085500	0	1	0.379349801359262	0.379207005385924	741.191383605732	1954.59888928305	Elongator complex protein 3	Spore photoproduct lyase
gene:Smp_085540	0	1	6.19153728034176	6.19176877803757	62444.3136721895	10085.0441922175	myosin heavy chain	Smooth muscle myosin heavy chain
gene:Smp_085650	0	1	0.404228305512197	0.404009969919553	495.755545219693	1227.10215596588	Neurocalcin homolog	Neurocalcin delta
gene:Smp_085840	0	1	13.6780676633583	13.7098007756213	2463.19452048018	179.65741900876	MEG-4 (10.3) family	Hypothetical protein
gene:Smp_085910	0	1	2.96017596996246	2.96217096094441	1308.84994122623	441.848339198941	smad family member 2	Protein mothers against DPP
gene:Smp_086330	0	1	5.98334677192285	5.98687505958818	3802.63908216783	635.15426254424	Myophilin	Calponin-2
gene:Smp_086480	0	1	3.96511175919941	3.96626201794798	4597.85118259751	1159.23292489791	tegument-allergen-like protein (antigen Sm21.7)	Dynein light chain 1, cytoplasmic
gene:Smp_086530	7.88750837532604e-07	0.999999211249162	2.67651226398374	2.67674903560745	8523.40567863213	3184.23161744318	tegument-allergen-like protein	Dynein light chain motor protein
gene:Smp_086830	0	1	30.3430134098779	30.8721511183122	769.885574539794	24.9281901374252	Mechanosensory protein 2	PH stomatin
gene:Smp_086860	0	1	0.276847333341797	0.276695839653535	593.96342428236	2146.65554085564	Histone H2A	Histone H2A-IV
gene:Smp_086910	0	1	0.395362406616058	0.395087319874642	390.513803505551	988.439347423907	Nucleolar protein 16	Putative steroid binding protein
gene:Smp_086960	0	1	0.180906776701592	0.179884045361075	64.7778168532134	360.154330989816	Lipoyltransferase 1, mitochondrial	Lipoate-protein ligase A
gene:Smp_087010	0	1	0.487454377282568	0.487161285045833	383.10566760749	786.414700336041	DNA polymerase delta catalytic subunit	DNA polymerase delta catalytic subunit
gene:Smp_087250	0	1	10.4856208396139	10.494457312883	5066.11277178188	482.732710817711	Cysteine and glycine-rich protein 2	Protein (CRP1)
gene:Smp_087320	0	1	0.0226264528235412	0.0217897999026537	11.4371512987826	525.33448916112	mRNA decay activator protein ZFP36L1	Tristetraproline
gene:Smp_087560	0	1	8.52266340957675	8.54485627766678	1302.53247091173	152.425854809649	Coiled-coil domain-containing protein 65	Mitochondrial import inner membrane translocase subunit TIM14
gene:Smp_087620	0	1	2.13580674968895	2.13624532288206	2487.94441714259	1164.62890663364	Programmed cell death 6-interacting protein	Programmed cell death 6-interacting protein
gene:Smp_087690	0	1	22.3858102500146	25.2132841458901	85.7501348362088	3.39138691730835	Metalloproteinase inhibitor 1	Metalloproteinase inhibitor 1
gene:Smp_087760	0	1	0.0855584698738277	0.0855327313521001	1366.56544967454	15977.2121472615	Ferritin 1 heavy chain	Ferritin light chain
gene:Smp_087810	0	1	0.376060791457051	0.375948967665596	943.324880313321	2509.19992327983	Nucleolar GTP-binding protein 2	YLQF, conserved hypothetical protein YLQF
gene:Smp_087870	0	1	12.7850223759558	13.1404492362757	195.928288834222	14.9010799266521	PRAME family member 6	Dual specificity protein kinase TTK
gene:Smp_088270	0	1	21.2696009380763	21.3890060223893	1632.82354347703	76.329851499777	Carboxypeptidase A2	Procarboxypeptidase A PCPA
gene:Smp_088360	0.000744775770844086	0.999255224229156	4.02210246285401	4.28419955271688	22.2049637719316	5.17532423585257	Pro-neuropeptide Y	Neuropeptide F
gene:Smp_088390	0	1	0.295908435216468	0.29546785261788	212.334476696579	718.662013943927	PITH domain-containing protein 1	Hypothetical protein AT3G04780.1
gene:Smp_088650	0	1	0.338835658673912	0.338781876115108	1872.90066447325	5528.35735527402	ADP-ribosylation factor 4	F-box only protein 4
gene:Smp_088920	0	1	22.7080719945519	24.7705907856808	117.233462530486	4.72317183045391	Myosin light chain kinase, smooth muscle	Titin
gene:Smp_088940	0	1	9.83790937166146	9.94845082470058	357.681618882886	35.9445043932658	Zinc finger C2HC domain-containing protein 1A	Putative toxin VAPC6
gene:Smp_089000	0	1	0.28949537726294	0.289449255456278	2005.20971394293	6927.69727905991	Translocon-associated protein subunit delta	Egg laying defective EGL-1, programmed cell death activator
gene:Smp_089050	0	1	0.246415797716787	0.246226218477377	440.143577616685	1787.58833269797	Zinc finger matrin-type protein 5	U1 small nuclear ribonucleoprotein C
gene:Smp_089100	0	1	2.29844410395214	2.30034040381138	708.322690120336	307.915161400772	Gamma-glutamyltransferase 7	Gamma-glutamyltranspeptidase
gene:Smp_089240	0	1	0.167946547117881	0.167898636412128	1311.26795442161	7809.9280819444	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	S3-RNAse
gene:Smp_089290	0	1	0.244820603366442	0.244763316951135	1451.01116564383	5928.25238718409	Alpha-N-acetylgalactosaminidase	Alpha-galactosidase A
gene:Smp_089320	0	1	15.2606335312945	15.7563808876517	203.817986901604	12.9262185615444	5'-nucleotidase SurE	Sulfotransferase
gene:Smp_089430	0	1	0.27531711889461	0.275290260646231	3340.32554820244	12133.8575053783	Ubiquitin-60S ribosomal protein L40	60S ribosomal protein L40
gene:Smp_089570	3.33066907387547e-16	1	0.463037336179534	0.462973784060698	1759.12587859033	3799.63468648986	Stress-associated endoplasmic reticulum protein 2	Fructose-bisphosphate aldolase class 1
gene:Smp_089670	0	1	31.8342027147017	31.9276454465699	4737.85869235768	148.383927146503	Alpha-1-macroglobulin	Alpha-2-macroglobulin
gene:Smp_089700	0	1	4.9625426926092	4.9643411650561	4918.80759064904	990.819886002296	integrin beta 2	Integrin beta-2
gene:Smp_089860	5.77635794751785e-09	0.999999994223642	0.19898726016005	0.196311338984111	26.4165472488188	134.605490809513	histone H3	Histone H3
gene:Smp_090010	0	1	0.0971670568112696	0.0969196974231405	159.071611258796	1641.36544264365	Cyclic pyranopterin monophosphate synthase	Molybdenum cofactor biosynthesis protein C
gene:Smp_090030	0	1	0.208133767394093	0.207889697707312	303.309184480482	1459.02903765123	Nucleolar protein 9	Protein PUF4
gene:Smp_090230	1.53210777398272e-14	0.999999999999985	0.324191568259239	0.324168269471177	4228.52285769529	13044.2428030069	60S ribosomal protein L13a	60S ribosomal protein UL13
gene:Smp_090440	0	1	0.374215474346594	0.373901974542134	335.630404633919	897.659516308202	Probable ATP-dependent RNA helicase DDX47	ATP-dependent RNA helicase VASA
gene:Smp_090690	0	1	0.427516710308806	0.427327678386995	581.982810997394	1361.9256770762	Cytoplasmic tRNA 2-thiolation protein 2	Putative uncharacterized protein PH0300
gene:Smp_090980	0	1	3.65171340584259	3.67619812256727	179.033822477033	48.6935291645267	Cyclin-dependent kinase 20	CAK, cell division protein kinase 7
gene:Smp_091230	6.62025989583981e-13	0.999999999999338	0.327932237602757	0.327733142141914	497.499065470533	1518.0209877086	Ubiquitin-fold modifier 1	Hypothetical protein 1810045K17
gene:Smp_091640	0	1	0.212831936987415	0.212804423008981	2737.92828871307	12865.9739396173	40S ribosomal protein S24	Ribosomal protein ES24
gene:Smp_091650	0	1	2.12796625292026	2.12844787148385	2241.727921165	1053.21660291519	Probable phospholipid-transporting ATPase IIB	Sarcoplasmic/endoplasmic reticulum calcium ATPase
gene:Smp_091750	0	1	0.214046419603416	0.213937599997142	694.863577286946	3248.00987727369	Hypothetical protein	Aftrax, AF2260
gene:Smp_092020	0	1	6.95822489077442	6.97763344575193	963.288252088708	138.045152879258	Hypothetical protein	UBC2, ubiquitin-conjugating enzyme RAD6
gene:Smp_092150	0.012180543206888	0.987819456793112	2.54605865886171	2.57819504630548	55.7693712082597	21.6250470800069	Endopolygalacturonase I	VAM7P, vacuolar morphogenesis protein VAM7
gene:Smp_092180	0	1	0.327104040333376	0.326131340052197	101.448945930363	311.088424070882	RPA-interacting protein B	Ribosomal protein EL37
gene:Smp_092580	7.79651859239561e-06	0.999992203481408	5.7910979346258	6.27993100967734	27.6695018470788	4.39761240918488	Guanine nucleotide-binding protein G(s) subunit alpha	Guanine nucleotide-binding protein G(Q) subunit A
gene:Smp_092750	0	1	0.4485651939237	0.448534412212379	3613.47381851816	8056.19197722351	Nucleoside diphosphate kinase B	Nucleoside diphosphate kinase
gene:Smp_092930	0	1	0.468518393169072	0.468221760220841	377.257484482062	805.735303900699	Hypothetical protein	Neurod1, neurogenic differentiation factor 1
gene:Smp_093110	3.33066907387547e-16	1	15.8031992062197	18.2936010368432	48.8906117059588	2.66309927703535	Uncharacterized RNA methyltransferase LMOf2365_1776	Retinoblastoma-binding protein 6
gene:Smp_093210	0	1	7.36600118407811	7.43638949265201	302.442547090842	40.6619614928318	FMRFamide-activated amiloride-sensitive sodium channel	Acid-sensing ION channel
gene:Smp_093440	1.63597568825224e-09	0.999999998364024	0.283154593562351	0.28313207812331	4053.79725104506	14317.7150628575	40S ribosomal protein S5a	40S ribosomal protein US7
gene:Smp_093450	0	1	0.347491299655013	0.347350582450637	724.319330729503	2085.28758499092	U3 small nucleolar RNA-associated protein 6 homolog	Checkpoint serine/threonine-protein kinase BUB1
gene:Smp_093620	0	1	0.319687594480875	0.318947059138354	131.758054572413	413.124565116823	Serine/threonine-protein kinase 36	The major capsid protein of PBCV-1, VP54
gene:Smp_093710	0	1	6.19766872421565	6.30527096528278	136.958268693163	21.7128203906412	Pectate lyase L	HPI31, PI31, proteasome inhibitor PI31 subunit
gene:Smp_093750	0	1	0.436209586191306	0.436089813975845	923.12768185933	2116.84219941978	Eukaryotic translation initiation factor 2 subunit 1	Eukaryotic translation initiation factor 2 subunit 1
gene:Smp_093780	0	1	0.210980551561653	0.209838545960841	65.1879100555998	310.695117389476	Peroxiredoxin 1	Probable peroxiredoxin
gene:Smp_093790	0	1	0.017058465559102	0.015797645763727	5.52854860122442	350.583289915482	Dipeptide and tripeptide permease B	Claudin-15
gene:Smp_093820	0	1	0.485957177793795	0.485898829976674	1925.07305559437	3961.89099014394	Glutamate dehydrogenase 2, mitochondrial	GDH 1, glutamate dehydrogenase 1
gene:Smp_093920	0	1	2.41406776159971	2.41676298098636	570.205595534933	235.931877635931	ATM interactor	GLI-kruppel family member HKR3
gene:Smp_093930	0	1	8.39555359878436	8.4078835923669	2267.88769964851	269.724669222517	Epidermal growth factor receptor	C-ER, receptor protein-tyrosine kinase ERBB-3
gene:Smp_093980	0	1	127.2849282837	162.25293174978	263.503075729003	1.6140882237825	1-aminocyclopropane-1-carboxylate synthase-like protein 1	Putative P4-specific DNA primase
gene:Smp_094060	0	1	0.434316542882419	0.434145038189923	643.95348939532	1483.28114178108	Phenylalanine--tRNA ligase beta subunit	Phenylalanyl-tRNA synthetase beta chain
gene:Smp_094140	0	1	0.418468713230905	0.418311258614974	694.768184598802	1660.90198907533	Zygotic DNA replication licensing factor mcm6-B	Minichromosome maintenance protein MCM
gene:Smp_094190	0	1	7.92407369446599	7.94415971522196	1231.51908559049	155.013203175376	Serine/threonine-protein kinase NIM1	MAP/microtubule affinity-regulating kinase 3
gene:Smp_094330	0	1	2.37318094043775	2.37472439362159	950.105605148618	400.085104804831	Phosphofurin acidic cluster sorting protein 1	Vitamin B12 import ATP-binding protein BTUD
gene:Smp_094340	0	1	2.05427439141748	2.05455843442557	3429.38084246962	1669.15198877957	Protein cereblon	Protein cereblon
gene:Smp_094470	0	1	0.334981409103552	0.334238745113151	134.5844473571	402.679542505118	G patch domain and ankyrin repeat-containing protein 1 homolog	Zinc finger and BTB domain-containing protein 32
gene:Smp_094480	9.53681578153009e-14	0.999999999999905	2.13642851528244	2.13733635587045	1203.18032797315	562.929157736423	Guanine nucleotide-binding protein subunit beta	GT-beta
gene:Smp_095140	0	1	0.23982284997179	0.239048626816337	105.541361655101	441.537659406541	THUMP domain-containing protein 1	Thump domain-containing protein 1
gene:Smp_095150	0	1	0.324415812926005	0.324340734948911	1312.48404529673	4046.64188140326	Eukaryotic translation initiation factor 2 subunit 3	EIF-2-gamma, translation initiation factor 2 gamma subunit
gene:Smp_095290	0	1	10.6543996531389	12.1918233585354	34.4193872424987	2.81397359525349	Transcription factor Ovo-like 2	Zinc finger protein SNAI1
gene:Smp_095350	0	1	0.0463624263272408	0.0457360980033727	31.3062206193476	684.70561821995	Protein TIS11	Tristetraproline
gene:Smp_095520	0	1	4.01777648458758	4.01852837693427	7253.15199261379	1804.91989280499	dynein light chain	Dynein light chain motor protein
gene:Smp_095630	0	1	4.41271553384245	4.41454580822736	3701.66978412118	838.50882955261	CD81 antigen	CD63-like protein SM-TSP-2
gene:Smp_095650	0	1	0.302662020280507	0.302614427227203	1993.95858995641	6589.12921661552	Selenide, water dikinase	Selenide, water dikinase 1
gene:Smp_095680	0	1	0.46612150735525	0.465622933115228	224.210792818324	481.540148997572	Zinc finger matrin-type protein 2	U1 small nuclear ribonucleoprotein C
gene:Smp_095810	0	1	0.365980145962859	0.365479364545948	208.07771738275	569.345584935053	Uracil phosphoribosyltransferase homolog	Probable uracil phosphoribosyltransferase
gene:Smp_095920	0	1	0.498662073131493	0.498367374183445	381.258135329077	765.024300156125	Probable ATP-dependent RNA helicase DDX56	ATP-dependent RNA helicase VASA
gene:Smp_095980	0	1	0.010968255853728	0.0109602517603426	609.032425073028	55568.2778815542	Extracellular superoxide dismutase (Cu Zn)	Superoxide dismutase [CU-ZN]
gene:Smp_096000	0	1	6.06765275919484	6.28963821171364	64.5609136076464	10.2562365360525	Adventurous-gliding motility protein Z	CT398
gene:Smp_096210	0	1	0.261599026873252	0.261356327291979	357.579850597345	1368.19812529194	UPF0502 protein Daci_5373	De novo designed helical assembly
gene:Smp_096270	0	1	0.409611637218979	0.409283516320133	331.164646787588	809.147060037937	Probable valine--tRNA ligase, cytoplasmic	Valrs, valyl-tRNA synthetase
gene:Smp_096290	0	1	0.490882732869989	0.490824391901061	1926.18059592356	3924.38868047927	Transmembrane protein 256 homolog	Type II antifreeze protein
gene:Smp_096310	0	1	3.48419840839943	3.48659023597464	1628.48433511978	467.063623483761	Protein kinase C zeta type	PKC-B, PKC-beta, protein kinase C beta type
gene:Smp_096390	0	1	3.45153317639747	3.4744526428725	167.117762756823	48.0918968842961	16 kda calcium binding protein	Centrin-2
gene:Smp_096410	0	1	6.95478809070118	7.01245495783249	325.630917436623	46.4275057515202	16 kDa calcium-binding protein	MLC1P, myosin light chain
gene:Smp_096480	0	1	40.8055656853126	43.8650202869651	256.643418590342	5.84098141779747	Glycine receptor subunit alpha-3	Protein GLC-1, avermectin-sensitive glutamate-gated chloride CHA alpha
gene:Smp_096750	9.59338164463475e-11	0.999999999904066	0.25299490582651	0.252869464181273	677.174707788745	2677.99111801279	40S ribosomal protein S13	40S ribosomal protein S13, putative
gene:Smp_096790	0	1	6.96191453248377	6.96368740436216	10531.1592914998	1512.28782153962	Pentafunctional AROM polypeptide	Hypothetical protein RV2632C/MT2708
gene:Smp_096900	0	1	0.303225325935679	0.303031244792152	489.233828645144	1614.4896169643	Mitochondrial ribonuclease P protein 3	Pentatricopeptide repeat-containing protein AT2G3 mitochondrial
gene:Smp_097180	0	1	2.05753004687996	2.05948981489145	499.767420701232	242.660498823309	Cytosolic 5'-nucleotidase 3A	7-methylguanosine phosphate-specific 5'-nucleotid
gene:Smp_097320	0	1	2.84726257702448	2.84984814381681	915.627396149227	321.283398785421	Hypothetical protein	Centaurin-gamma 1
gene:Smp_097380	2.2592727688675e-10	0.999999999774073	0.326680516443619	0.326616576679696	1546.72996716539	4735.63441489518	10 kDa heat shock protein, mitochondrial	CPN10(groes)
gene:Smp_097490	0	1	6.97092348321107	6.98875878406809	1052.17001624809	150.543202472332	Tubulin polymerization-promoting protein family member 2	Tubulin polymerization-promoting protein family member 3
