	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ES.RNA.juv.m.1.SmLE.PZQ.ES.RNA.juv.m.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.adu.m.1.SmLE.PZQ.ES.RNA.adu.m.1_rsem.genes.results_Mean	GFF_annotation	HHPred_annotation
gene:Smp_143730	0	1	2.09032455740264	2.09113942015773	1373.76286696687	656.939438054806	Nodal modulator 3	Ancillary pilin, cell WALL surface anchor family protein
gene:Smp_143970	2.70734989982202e-10	0.999999999729265	0.103632273914785	0.100381506670372	13.5798500819625	135.372009423192	Kelch-like protein 10	Kelch-like protein 3
gene:Smp_144070	0	1	2.36955200049881	2.37083246333237	1245.00055785744	525.126456123724	Hypothetical protein	Peroxisome proliferator-activated receptor gamma coactivator 1-alpha
gene:Smp_144120	0	1	0.101531598368078	0.0950289351758488	6.43656001803497	67.8278643947315	LIM/homeobox protein Awh	Flinc4, fusion protein of LMO4 protein and LIM domain- binding protein 1
gene:Smp_144140	2.22044604925031e-16	1	3.09050954110868	3.09689035513627	498.142731614693	160.845785800906	Zinc transporter ZIP3	Thiamine transporter THIA
gene:Smp_144180	6.19504447740837e-14	0.999999999999938	2.42824534619415	2.43098829895459	621.471174115634	255.639595015695	Histone-lysine N-methyltransferase 2A	Histone-lysine N-methyltransferase HRX
gene:Smp_144190	2.17871480068244e-06	0.999997821285199	0.336309800953136	0.335024669925602	84.9384390168035	253.548757436184	Leucine-rich repeat-containing protein 49	Internalin B
gene:Smp_144440	8.31557045444242e-14	0.999999999999917	0.0725405216279232	0.0689352802016031	8.69688395157009	126.295194177881	Hypothetical protein	Thymine dioxygenase JBP1
gene:Smp_144500	3.15444215159832e-06	0.999996845557848	0.2175700476291	0.21070950943067	11.7886423401518	55.984826109326	NADPH-dependent 7-cyano-7-deazaguanine reductase	26S protease regulatory subunit 7 homolog
gene:Smp_144520	0	1	2.74694024019027	2.75080202801754	610.945522763483	222.090869688463	Mediator of RNA polymerase II transcription subunit 1	E2 glycoprotein
gene:Smp_144540	0	1	0.114914115364256	0.112115570176609	17.3992331063137	155.269352179986	Fez family zinc finger protein 2	AART
gene:Smp_144770	0	1	3.13921868882744	3.14032146595854	2990.89184211696	952.409003767192	Integral membrane protein GPR155	Smoothened homolog/soluble cytochrome B562 chimer protein
gene:Smp_144860	0.000315844530160869	0.999684155469839	0.232747885050345	0.231992657330882	115.706431345992	498.783507852062	Protein boule-like	Deleted in azoospermia-like
gene:Smp_144960	1.74866783941852e-07	0.999999825133216	2.31320945472751	2.3165101815232	452.490699610952	195.32723754817	FTS and Hook-interacting protein homolog	ASR0485 protein
gene:Smp_145210	0	1	2.68248238479988	2.68392633837818	1535.41464275043	572.071513860861	Protocadherin-1	Cadherin-1
gene:Smp_145290	1.64340949737607e-07	0.99999983565905	4.06409531062819	4.14872581606807	73.7380750546647	17.7660783248287	Alkaline phosphatase, tissue-nonspecific isozyme	Alkaline phosphatase
gene:Smp_145320	3.33066907387547e-16	1	2.06401982414967	2.0680213912772	269.972279089302	130.541008915126	Pendrin	Uracil permease
gene:Smp_145420	6.22835116814713e-14	0.999999999999938	2.22929872690994	2.23009354124861	1693.45193076876	759.35811593141	Plexin-A4	Plexin-B1
gene:Smp_145580	0.00105789445368831	0.998942105546312	0.331624193805107	0.330340841015901	84.4590387321707	255.692681122934	Synaptonemal complex protein 1	Smooth muscle myosin heavy chain
gene:Smp_145640	0.000142593558887349	0.999857406441113	0.216510503247682	0.207330223670712	8.67761381418116	41.8923028112828	Coiled-coil domain-containing protein 169	Uncharacterized protein
gene:Smp_145680	0	1	3.51091847940227	3.52093002688897	433.550207183982	123.12797885017	Hypothetical protein	FYVE, rhogef and PH domain containing protein 3
gene:Smp_145930	2.53141951844782e-12	0.999999999997469	2.08671787500115	2.09018123499848	321.99583262546	154.04641732579	Matrix metalloproteinase-14	Protein (gelatinase A)
gene:Smp_146000	5.56434302634301e-07	0.999999443565697	0.172578900033466	0.160867324271713	5.57007090193513	34.6774104309096	Small lysine-rich protein 1	60S ribosomal protein L40
gene:Smp_146250	5.98229840277353e-05	0.999940177015972	2.02818103283092	2.02889863277317	1427.26665397217	703.463614165398	Tissue alpha-L-fucosidase	Alpha-L-fucosidase, putative
gene:Smp_146420	0.00494093801323514	0.995059061986765	0.495726726078481	0.494595747187907	108.263568325378	218.903261872919	Major antigen	Smooth muscle myosin heavy chain
gene:Smp_146580	1.0625285908672e-05	0.999989374714091	0.317794983077535	0.31741286433907	278.218566010001	876.541007437396	Hypothetical protein	Homeobox protein MEIS2
gene:Smp_146640	1.38802080940081e-10	0.999999999861198	3.12299056672415	3.1533612792864	108.214959778568	34.3105076086491	LARGE xylosyl- and glucuronyltransferase 2	Glycosyl transferase family 8
gene:Smp_146720	0	1	3.84458903690257	3.84571185256537	4783.5192080987	1243.850536485	Tissue-type plasminogen activator	Hepatocyte growth factor alpha chain
gene:Smp_146750	0	1	0.228648879528255	0.228189838422138	188.249741405151	825.003693453263	Sodium/hydrogen exchanger 2	NAPA, Na(+)/H(+) antiporter
gene:Smp_146760	0	1	0.263908027482858	0.263302001659546	157.010274271884	596.340476951229	Hypothetical protein	Conserved domain protein
gene:Smp_146910	3.9872303936872e-05	0.999960127696063	2.09030887760456	2.0972636939929	161.417506271181	76.9605339073717	Choline O-acetyltransferase	Choline O-acetyltransferase
gene:Smp_147040	4.27632058670468e-05	0.999957236794133	3.08440726797843	3.13308004051478	65.8662096148367	21.0160219218699	Glutaminase kidney isoform, mitochondrial	Glutaminase kidney isoform, mitochondrial
gene:Smp_147050	0	1	2.44795047927254	2.44857396922624	2791.87867309105	1140.20006029616	V-type proton ATPase catalytic subunit A	V-type sodium ATPase catalytic subunit A
gene:Smp_147060	2.30093468681636e-05	0.999976990653132	0.472403386293026	0.467682314183425	25.6509619188356	54.8583607239666	Protein FRIGIDA	Unknown function protein
gene:Smp_147110	0.000239602905866554	0.999760397094133	2.37385952906382	2.38713349444376	121.295076451104	50.8062097902991	Fibronectin type 3 and ankyrin repeat domains protein 1	Tankyrase-1
gene:Smp_147250	0	1	2.31934755706336	2.32068226619183	1126.27652884962	485.315606722468	Multidrug resistance-associated protein 7	MCG1178, multidrug resistance protein 1A
gene:Smp_147360	0	1	2.00839355204536	2.00954763530492	862.078483713738	428.986291786301	Cleavage stimulation factor subunit 3	Cleavage stimulation factor 77 kDa subunit
gene:Smp_147370	0	1	0.496302759117356	0.495778556392574	233.883771061848	471.760648500261	PQ-loop repeat-containing protein 1	LON protease
gene:Smp_147410	0	1	0.371094418358789	0.370741233229902	324.11650777691	874.256142325514	Calcium-binding mitochondrial carrier protein SCaMC-3	EH domain protein REPS1
gene:Smp_147560	0	1	2.54809205463354	2.54899354981712	2149.12020031053	843.118928460697	Mediator of RNA polymerase II transcription subunit 13	Cyclin-T1, protein TAT
gene:Smp_147590	0	1	2.54258400107257	2.54432144294226	1109.09110334979	435.902335851408	Nitrate reductase [NADH], clone PBNBR1405	Breast cancer anti-estrogen resistance protein 1
gene:Smp_147750	1.30895294603306e-13	0.999999999999869	0.29773266774065	0.296297856478654	71.1927584760406	240.298044486884	Centrosomal protein of 162 kDa (Fragment)	Cellulose synthase subunit A
gene:Smp_147790	0	1	2.33543605677702	2.33627581767051	1824.10487582585	780.768905482428	Homeobox protein homothorax	Homeobox protein MEIS2
gene:Smp_147920	0	1	2.05009886504478	2.05167745456734	670.076207491382	326.594070244896	Ubiquitin carboxyl-terminal hydrolase calypso	Ubiquitin carboxyl-hydrolase
gene:Smp_147990	0	1	2.23388895431439	2.23507468525911	1141.92814896077	510.907221913052	Cyclic AMP-dependent transcription factor ATF-6 alpha	Nitroreductase
gene:Smp_148010	3.40838468559923e-13	0.999999999999659	2.05760846067719	2.05938946688973	600.414754021205	291.544736816256	E3 ubiquitin-protein ligase SHPRH	E3 ubiquitin-protein ligase SHPRH
gene:Smp_148020	0	1	2.0083056062768	2.00965318600933	738.267183731002	367.355468266212	Neuroglian	Titin
gene:Smp_148290	4.2229775232272e-10	0.999999999577702	0.371949161037322	0.370499447804526	78.7962898449908	212.692853707271	Dystrotelin	CREB-binding protein
gene:Smp_148480	0	1	2.00486202203639	2.00603009471294	847.28497613854	422.364010425695	Cleavage and polyadenylation specificity factor subunit 1	DNA damage-binding protein 1
gene:Smp_148630	0	1	0.447434651003425	0.445615153280129	66.4335305319849	149.095186488612	GTP-binding protein Sar1	Ribonuclease P protein component 2
gene:Smp_148790	0	1	3.43398525755768	3.43538005867075	2943.33430777265	856.763998074471	Laminin subunit beta-1	Laminin subunit beta-1
gene:Smp_149200	0	1	2.1915429434629	2.19214007959018	2147.64874117784	979.698715320487	Dynactin subunit 1	Dynactin 1
gene:Smp_149220	0.000715532836543353	0.999284467163457	2.03138555782042	2.03398733662594	395.8663329058	194.62067727968	G/T mismatch-specific thymine DNA glycosylase	TDG, G/T mismatch-specific thymine DNA glycosylase
gene:Smp_149330	4.36532365810649e-10	0.999999999563468	2.6858740055964	2.70039746594128	153.891666484161	56.9822274129063	Protocadherin-1	EP-cadherin, C-cadherin
gene:Smp_149700	6.37894181920728e-10	0.999999999362106	2.03032913919125	2.03182528137404	686.9794918235	338.104452124012	Heterogeneous nuclear ribonucleoprotein L	U4/U6 snRNA-associated-splicing factor PRP24
gene:Smp_150030	7.94142529514374e-12	0.999999999992059	0.432381588534128	0.430514778940193	64.2595315113781	149.275308322264	Hypothetical protein	Putative excisionase
gene:Smp_150090	0.00139715067827528	0.998602849321725	0.476339351848488	0.473535228511638	43.4075927337121	91.6781999892117	Monocarboxylate transporter 14	Glycerol-3-phosphate transporter
gene:Smp_150210	0	1	2.14296980579116	2.14337087713046	2998.95277118739	1399.17051662733	E3 ubiquitin-protein ligase AMFR	E3 ubiquitin-protein ligase RBX1
gene:Smp_150360	0	1	2.38037726455986	2.38106128768909	2359.1543912262	990.793724130872	E3 ubiquitin-protein ligase UBR5	E3 ubiquitin-protein ligase HUWE1
gene:Smp_150510	0	1	2.67390913139485	2.68285439245116	246.478454286813	91.8654498866452	WD repeat domain phosphoinositide-interacting protein 2	KMHSV2
gene:Smp_150590	6.62342268598071e-06	0.999993376577314	0.390816915647477	0.384903638611224	19.4584889773574	50.5701635120986	Dual-specificity RNA methyltransferase RlmN	CS6 fimbrial subunit A
gene:Smp_150750	2.15537389491871e-07	0.999999784462611	2.98156478521062	2.98400729398011	1188.58156540634	398.310596536136	Centriolin	U2A', U2A'
gene:Smp_151040	1.59125511086655e-05	0.999984087448891	0.26715970033675	0.266327405370681	115.125314987383	432.297425618233	Cyclin-dependent kinase 5 activator 1	Cyclin-dependent kinase 5 activator 1
gene:Smp_151100	1.48340075586395e-05	0.999985165992441	2.14000090958319	2.14105762608193	1134.0490943409	529.66238271685	cGMP-dependent protein kinase, isozyme 1	CGMP-dependent protein kinase, putative
gene:Smp_151140	0	1	2.375383447618	2.37604033882674	2442.54736897069	1027.98490777029	Rho-associated protein kinase 2	RHO-associated protein kinase 1
gene:Smp_151310	0.00753323171010578	0.992466768289894	2.03678454407793	2.03961540018345	366.748022133027	179.807245006112	Netrin-A	Netrin-1
gene:Smp_151570	2.86984383760513e-05	0.999971301561624	0.362515980136895	0.355988348716856	17.0590787483953	47.9384196882288	Tetratricopeptide repeat protein 29	Response regulator aspartate phosphatase I
gene:Smp_151600	0	1	0.265888196236301	0.265730935390067	609.027921624952	2291.92458688181	neuronal calcium sensor 2	Neurocalcin delta
gene:Smp_151660	4.45512515767632e-10	0.999999999554487	0.289165814591771	0.283999079159909	19.1735789438641	67.5380322000007	Carboxylesterase 1C	Thylakoid soluble phosphoprotein
gene:Smp_151690	9.60685740036826e-06	0.9999903931426	0.370784236553824	0.369795617584797	115.546142234473	312.476510762868	RutC family protein HP_0944	UPF0076 protein PH0854
gene:Smp_151920	3.44052719647436e-09	0.999999996559473	0.336890123279906	0.331966173184346	21.9395846014081	66.1099434594775	Paladin	Phytase
gene:Smp_152200	0	1	0.0630353993928061	0.0583124994645269	5.66984803559571	97.3936113655345	M-phase inducer phosphatase 3	Protein (M-phase inducer phosphatase 2 (CDC25B))
gene:Smp_152210	7.12274394023549e-05	0.999928772560598	2.63383159769255	2.68527968634111	41.8585761801001	15.581886533484	Protein odd-skipped-related 2	Zinc finger protein GFI-1
gene:Smp_152290	0	1	0.339453629314268	0.338370511404418	101.306621863744	299.415093053251	Arrestin red cell isoform 2	CONE arrestin
gene:Smp_152310	3.05906422415347e-09	0.999999996940936	0.052908936047984	0.044644619329204	2.50197047331986	56.255917619252	Hypothetical protein	Golgi to ER traffic protein 1
gene:Smp_152430	5.55111512312578e-16	0.999999999999999	2.08590223846605	2.08651911014998	1803.33524606958	864.274078347098	Hypothetical protein	Intron 3 (I-PPO) encoded endonuclease
gene:Smp_152530	0.0498888346727252	0.950111165327275	2.31810153910655	2.39576285534444	19.9540462397454	8.32306443298835	Kinetochore protein Nuf2	DNA gyrase inhibitory protein
gene:Smp_152580	0.000112121783229946	0.99988787821677	0.47715188941747	0.476969727745302	672.145837129993	1409.21116862083	MEG-5	Amyloid beta A4 precursor protein-binding family 1-interacting protein
gene:Smp_152630	0	1	0.371800997775338	0.371453396925337	329.585570455313	887.303383545562	MEG-12	Protein (canavalin)
gene:Smp_153090	2.00481853340762e-11	0.999999999979952	0.0570484982077106	0.0532609277419086	6.50025473081958	122.223220614686	Cadherin-related tumor suppressor	T-plasminogen activator F1-G
gene:Smp_153140	0	1	3.8705862182237	3.8852604716047	373.150220426148	96.0350974016742	Dynein heavy chain 5, axonemal	Dynein heavy chain, cytoplasmic
gene:Smp_153170	0.00116777077655672	0.998832229223443	0.319364623425106	0.319335846285734	3708.29280466755	11612.5378796059	Calcium/calmodulin-dependent protein kinase type 1	Titin
gene:Smp_153210	0.0186598722891238	0.981340127710876	3.70225090221584	3.88057134910751	28.8622626061075	7.43020918794544	FMRFamide receptor	Neurotensin receptor type 1, lysozyme chimera
gene:Smp_153580	0	1	0.184859787313009	0.177157320437781	9.19496627205041	51.9492769257495	Neuropeptide F	Neuropeptide F
gene:Smp_153840	0	1	2.00430466870404	2.00481900800024	1921.98195844717	958.676021420118	Neurobeachin	Lipopolysaccharide-responsive and beige-like anchor protein, CDC4-like protein
gene:Smp_153920	0	1	2.93487047666286	2.94241875500157	370.303113503145	125.843301089004	Cyclin G	Cyclin homolog, V-cyclin
gene:Smp_153930	1.07055768483466e-06	0.999998929442315	0.322873193798766	0.322083550785873	135.592711961681	421.007191442453	Leishmanolysin-like peptidase	Leishmanolysin
gene:Smp_154160	0.00190317908034632	0.998096820919654	0.137547618762887	0.135477363186528	27.7001270786715	204.526953088758	ER lumen protein-retaining receptor 2	Agrin
gene:Smp_154420	0	1	2.34692157168641	2.34709640581188	8877.83689364628	3782.47071602979	Clathrin heavy chain 1	Clathrin heavy chain
gene:Smp_154640	0	1	2.43705022770504	2.43938173616145	738.19220889646	302.608568448445	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	SWI/SNF-related matrix-associated actin- dependent regulator of chromatin subfamily...
gene:Smp_154830	0.000149781464984122	0.999850218535016	0.274363345066417	0.272412960151987	49.7507902274084	182.65675050866	Synaptonemal complex protein 2	FAS-associated factor 1
gene:Smp_154970	0	1	0.413648658775621	0.413466079105484	651.927571095007	1576.75192568311	Ribonuclease R (Fragment)	Alpha-conotoxin MII
gene:Smp_155020	7.7715611723761e-16	0.999999999999999	2.76884994565221	2.77124158689405	1006.29577730887	363.114522260334	Tetratricopeptide repeat protein 12 (Fragment)	AH receptor-interacting protein
gene:Smp_155050	0	1	2.11305635862872	2.11337522790663	3621.93381297296	1713.80956462157	Agrin	Follistatin
gene:Smp_155310	0	1	0.0737446643442364	0.0679611160065584	5.33388956532391	78.6215746317087	Tetraspanin-6	CD81 antigen
gene:Smp_155320	0.000429931555525176	0.999570068444475	0.468231853928157	0.467796278366589	280.388828943019	599.393718905358	Tetraspanin-5	CD63-like protein SM-TSP-2
gene:Smp_155330	1.02171842841781e-06	0.999998978281572	2.23293105007241	2.23463334826387	794.629313870894	355.591653617254	Cyclin-dependent kinase 14	Cell division protein kinase 16
gene:Smp_155760	0	1	0.497396107205094	0.497120951644133	445.820976855565	896.815964347437	NA	NA
gene:Smp_155840	8.06110733719834e-12	0.999999999991939	0.225991049452177	0.222747769701282	26.0897024485618	117.161554550526	Centrobin	Smooth muscle myosin heavy chain
gene:Smp_155850	7.68718422250458e-13	0.999999999999231	2.69537603484489	2.70707282613165	192.635938923892	71.1539291947602	Cilia- and flagella-associated protein 46	Spartin
gene:Smp_155860	1.10992599555715e-08	0.99999998890074	0.264213686516103	0.253983657088774	8.95894196982312	35.3030672761682	Nucleolar protein 4-like	Hypothetical protein AF_1782
